session_id,station_id,operator,city,latitude,longitude,station_type,connector_type,port_count,session_start,session_end,duration_min,energy_kw,price_paid_inr,user_type,vehicle_type,payment_method,weather,weekday,tariff_inr_per_kwh
MS_S_00122,MS-7626,Private-Operator-2,Latur,18.41862,76.565078,AC Slow,Bharat DC-001,3,19-06-2025 03:25,19-06-2025 04:00,35,14.05,168.04,Private,Four-wheeler,Subscription,Cool,Thursday,11.96
MS_S_00123,MS-2443,AtherGrid,Aurangabad,19.908064,75.333076,DC Fast,Type-2,1,16-06-2025 13:37,16-06-2025 14:12,35,36.7,729.96,Commercial,Four-wheeler,Wallet,Cloudy,Monday,19.89
MS_S_00124,MS-6456,MSEDCL,Nashik,19.998614,73.811684,DC Fast,Type-2,3,03-07-2025 20:07,03-07-2025 20:50,43,29.8,401.41,Commercial,Two-wheeler,Card,Cloudy,Thursday,13.47
MS_S_00125,MS-2684,MSEDCL,Nashik,19.977258,73.756703,AC Slow,CHAdeMO,1,13-06-2025 05:38,13-06-2025 06:47,69,1.77,18.32,Private,Two-wheeler,Subscription,Rain,Friday,10.35
MS_S_00126,MS-8354,Private-Operator-2,Kolhapur,16.698284,74.27668,AC Slow,CHAdeMO,3,26-07-2025 20:20,26-07-2025 21:28,68,5.85,61.02,Commercial,Two-wheeler,Wallet,Sunny,Saturday,10.43
MS_S_00127,MS-1920,Reliance BP,Thane,19.164362,72.977014,AC Slow,Type-2,1,20-06-2025 14:28,20-06-2025 15:07,39,2.97,27.41,Commercial,Two-wheeler,UPI,Sunny,Friday,9.23
MS_S_00128,MS-9307,AtherGrid,Latur,18.403622,76.538469,DC Fast,Bharat DC-001,1,08-07-2025 17:50,08-07-2025 18:47,57,36.93,746.72,Commercial,Four-wheeler,Card,Hot,Tuesday,20.22
MS_S_00129,MS-8792,Private-Operator-1,Aurangabad,19.876479,75.342817,AC Slow,CCS,4,04-06-2025 14:06,04-06-2025 18:03,237,8.03,97.73,Commercial,Four-wheeler,UPI,Hot,Wednesday,12.17
MS_S_00130,MS-3827,Tata Power,Amravati,20.936745,77.768132,AC Slow,CCS,3,16-07-2025 14:28,16-07-2025 17:12,164,3.87,36.11,Private,Two-wheeler,Wallet,Cloudy,Wednesday,9.33
MS_S_00131,MS-7697,Reliance BP,Solapur,17.606881,75.92823,AC Slow,Type-2,1,21-07-2025 20:41,21-07-2025 22:36,115,11.86,132.48,Private,Two-wheeler,Subscription,Sunny,Monday,11.17
MS_S_00132,MS-5128,Private-Operator-2,Thane,19.19015,72.962544,AC Slow,CCS,2,22-06-2025 02:37,22-06-2025 05:56,199,3.17,29.39,Commercial,Two-wheeler,Subscription,Sunny,Sunday,9.27
MS_S_00133,MS-2388,Reliance BP,Nagpur,21.164514,79.113631,AC Slow,Bharat DC-001,1,12-07-2025 10:52,12-07-2025 11:54,62,1.36,12.36,Private,Three-wheeler,Subscription,Cloudy,Saturday,9.09
MS_S_00134,MS-6928,Tata Power,Amravati,20.92691,77.788787,AC Slow,CHAdeMO,1,20-06-2025 05:13,20-06-2025 07:10,117,4.24,53.85,Commercial,Two-wheeler,Card,Hot,Friday,12.7
MS_S_00135,MS-2264,Reliance BP,Nagpur,21.160019,79.097085,DC Fast,Type-2,1,03-07-2025 17:53,03-07-2025 18:50,57,10.47,158.73,Private,Three-wheeler,Card,Hot,Thursday,15.16
MS_S_00136,MS-7172,MSEDCL,Latur,18.420862,76.554409,DC Fast,CCS,1,12-06-2025 22:49,12-06-2025 23:38,49,41.74,611.91,Private,Three-wheeler,UPI,Hot,Thursday,14.66
MS_S_00137,MS-6968,Private-Operator-2,Solapur,17.666423,75.881378,AC Slow,CCS,1,29-06-2025 19:18,29-06-2025 23:00,222,3.91,32.02,Commercial,Two-wheeler,Card,Rain,Sunday,8.19
MS_S_00138,MS-8684,MSEDCL,Thane,19.204213,72.949931,AC Slow,CHAdeMO,3,14-07-2025 18:28,14-07-2025 20:56,148,12.44,129.25,Commercial,Two-wheeler,Subscription,Rain,Monday,10.39
MS_S_00139,MS-4271,Private-Operator-1,Nagpur,21.104161,79.122129,AC Slow,CCS,1,26-07-2025 08:03,26-07-2025 11:17,194,9.74,105.87,Commercial,Two-wheeler,UPI,Sunny,Saturday,10.87
MS_S_00140,MS-3042,Reliance BP,Amravati,20.936647,77.801066,AC Slow,Type-2,3,19-07-2025 05:17,19-07-2025 07:42,145,11.69,104.98,Private,Four-wheeler,UPI,Hot,Saturday,8.98
MS_S_00141,MS-8391,Reliance BP,Nashik,20.003656,73.755597,DC Fast,Type-2,2,27-06-2025 01:25,27-06-2025 02:07,42,28.39,348.91,Commercial,Four-wheeler,Wallet,Sunny,Friday,12.29
MS_S_00142,MS-1461,Reliance BP,Nashik,19.997869,73.796752,AC Slow,Type-2,1,24-07-2025 22:41,25-07-2025 00:36,115,2.95,40.83,Private,Two-wheeler,Subscription,Rain,Thursday,13.84
MS_S_00143,MS-8685,AtherGrid,Nagpur,21.149717,79.068633,AC Slow,Type-2,1,28-07-2025 02:01,28-07-2025 03:36,95,1.26,18.14,Private,Two-wheeler,Subscription,Sunny,Monday,14.4
MS_S_00144,MS-5720,MSEDCL,Pune,18.525521,73.876354,AC Slow,CHAdeMO,2,08-06-2025 01:15,08-06-2025 03:32,137,10.12,139.76,Commercial,Two-wheeler,Subscription,Cloudy,Sunday,13.81
MS_S_00145,MS-9782,Tata Power,Latur,18.372183,76.535008,AC Slow,CCS,2,16-07-2025 04:18,16-07-2025 06:37,139,3.46,49.82,Commercial,Two-wheeler,Subscription,Sunny,Wednesday,14.4
MS_S_00146,MS-2402,Private-Operator-1,Nagpur,21.149535,79.073092,AC Slow,CHAdeMO,1,05-06-2025 16:34,05-06-2025 19:13,159,3.33,43.86,Private,Two-wheeler,Subscription,Rain,Thursday,13.17
MS_S_00147,MS-7338,Reliance BP,Mumbai,19.056483,72.898773,AC Slow,CHAdeMO,1,18-07-2025 00:22,18-07-2025 04:13,231,5.04,52.87,Private,Three-wheeler,UPI,Sunny,Friday,10.49
MS_S_00148,MS-6447,MSEDCL,Latur,18.391833,76.574606,AC Slow,Type-2,1,23-06-2025 17:21,23-06-2025 21:19,238,10.29,149.82,Commercial,Four-wheeler,Subscription,Cloudy,Monday,14.56
MS_S_00149,MS-3209,Tata Power,Nagpur,21.197002,79.086279,AC Slow,Bharat DC-001,1,03-06-2025 09:12,03-06-2025 09:53,41,9.33,78,Private,Two-wheeler,Wallet,Rain,Tuesday,8.36
MS_S_00150,MS-7524,Private-Operator-1,Amravati,20.9367,77.814416,AC Slow,Bharat DC-001,2,17-06-2025 01:48,17-06-2025 05:03,195,2.49,21.24,Commercial,Four-wheeler,UPI,Sunny,Tuesday,8.53
MS_S_00151,MS-5476,Tata Power,Aurangabad,19.888848,75.362751,DC Fast,CHAdeMO,1,28-06-2025 12:47,28-06-2025 13:25,38,18.55,420.16,Commercial,Two-wheeler,Card,Hot,Saturday,22.65
MS_S_00152,MS-9151,Reliance BP,Kolhapur,16.703511,74.255713,AC Slow,CHAdeMO,2,22-07-2025 02:46,22-07-2025 05:04,138,6.05,52.27,Private,Two-wheeler,Wallet,Sunny,Tuesday,8.64
MS_S_00153,MS-2311,Reliance BP,Pune,18.531596,73.878316,AC Slow,CHAdeMO,2,20-06-2025 14:38,20-06-2025 18:11,213,13.22,173.58,Commercial,Two-wheeler,UPI,Sunny,Friday,13.13
MS_S_00154,MS-8126,Reliance BP,Aurangabad,19.884792,75.347454,DC Fast,Type-2,3,05-06-2025 21:40,05-06-2025 22:15,35,18.73,343.88,Private,Four-wheeler,Card,Sunny,Thursday,18.36
MS_S_00155,MS-8179,Tata Power,Latur,18.387379,76.581663,AC Slow,CCS,2,05-06-2025 07:49,05-06-2025 11:04,195,13.82,113.88,Commercial,Four-wheeler,UPI,Sunny,Thursday,8.24
MS_S_00156,MS-3513,Private-Operator-2,Latur,18.409566,76.561195,DC Fast,Bharat DC-001,4,24-06-2025 11:28,24-06-2025 12:26,58,56.93,1033.85,Private,Two-wheeler,Subscription,Sunny,Tuesday,18.16
MS_S_00157,MS-5566,MSEDCL,Aurangabad,19.86751,75.337117,AC Slow,Type-2,3,02-06-2025 23:11,03-06-2025 01:48,157,1.52,18.5,Private,Two-wheeler,Wallet,Cloudy,Monday,12.17
MS_S_00158,MS-4515,Private-Operator-1,Kolhapur,16.701263,74.234505,AC Slow,CHAdeMO,2,15-07-2025 15:12,15-07-2025 16:13,61,5.76,75.28,Private,Two-wheeler,Subscription,Sunny,Tuesday,13.07
MS_S_00159,MS-6236,Private-Operator-2,Pune,18.525741,73.874493,AC Slow,CHAdeMO,2,16-07-2025 02:35,16-07-2025 05:23,168,5.46,67.59,Commercial,Four-wheeler,Card,Sunny,Wednesday,12.38
MS_S_00160,MS-9335,MSEDCL,Aurangabad,19.877846,75.36461,AC Slow,Type-2,1,13-06-2025 04:15,13-06-2025 08:07,232,13.18,107.42,Commercial,Two-wheeler,Wallet,Sunny,Friday,8.15
MS_S_00161,MS-3126,Private-Operator-1,Kolhapur,16.694654,74.271487,DC Fast,Type-2,2,05-06-2025 09:25,05-06-2025 10:20,55,59.89,991.78,Commercial,Four-wheeler,UPI,Rain,Thursday,16.56
MS_S_00162,MS-6194,Private-Operator-2,Nagpur,21.13689,79.117268,AC Slow,Type-2,2,29-06-2025 14:43,29-06-2025 17:25,162,13.23,196.99,Private,Four-wheeler,Card,Sunny,Sunday,14.89
MS_S_00163,MS-9238,Tata Power,Solapur,17.633011,75.888027,AC Slow,Type-2,2,04-07-2025 04:19,04-07-2025 05:31,72,4.34,38.06,Private,Two-wheeler,Wallet,Sunny,Friday,8.77
MS_S_00164,MS-5105,MSEDCL,Pune,18.519706,73.861384,AC Slow,CHAdeMO,1,09-06-2025 20:19,09-06-2025 23:26,187,1.59,12.93,Private,Two-wheeler,Card,Cloudy,Monday,8.13
MS_S_00165,MS-6531,Private-Operator-1,Nagpur,21.165486,79.08392,AC Slow,Type-2,2,23-07-2025 00:05,23-07-2025 00:46,41,4.06,59.48,Commercial,Three-wheeler,Subscription,Hot,Wednesday,14.65
MS_S_00166,MS-1496,AtherGrid,Latur,18.412329,76.570449,DC Fast,CHAdeMO,1,12-07-2025 09:30,12-07-2025 09:55,25,38.74,548.95,Commercial,Two-wheeler,UPI,Hot,Saturday,14.17
MS_S_00167,MS-3589,AtherGrid,Mumbai,19.063537,72.86659,AC Slow,Bharat DC-001,2,01-07-2025 14:13,01-07-2025 16:10,117,4.23,39.09,Commercial,Four-wheeler,Wallet,Cloudy,Tuesday,9.24
MS_S_00168,MS-7532,MSEDCL,Aurangabad,19.90461,75.331885,DC Fast,CHAdeMO,1,03-07-2025 17:06,03-07-2025 17:36,30,8.18,201.23,Private,Two-wheeler,Card,Sunny,Thursday,24.6
MS_S_00169,MS-2586,Tata Power,Nagpur,21.149858,79.057885,DC Fast,CHAdeMO,1,25-06-2025 19:26,25-06-2025 19:51,25,49.87,744.06,Private,Four-wheeler,Wallet,Cool,Wednesday,14.92
MS_S_00170,MS-3610,AtherGrid,Nashik,19.985244,73.782046,AC Slow,Bharat DC-001,2,02-07-2025 09:31,02-07-2025 10:06,35,2.28,32.24,Commercial,Two-wheeler,Card,Sunny,Wednesday,14.14
MS_S_00171,MS-6781,Tata Power,Nashik,20.010671,73.830004,DC Fast,Type-2,4,19-06-2025 15:38,19-06-2025 16:29,51,52.42,1180.5,Commercial,Two-wheeler,UPI,Cloudy,Thursday,22.52
MS_S_00172,MS-3194,Reliance BP,Solapur,17.659237,75.942291,AC Slow,CHAdeMO,1,19-07-2025 12:23,19-07-2025 13:04,41,6.22,61.08,Private,Two-wheeler,Wallet,Sunny,Saturday,9.82
MS_S_00173,MS-7329,Private-Operator-1,Pune,18.520072,73.880468,AC Slow,Bharat DC-001,1,19-07-2025 17:17,19-07-2025 20:26,189,10.57,90.16,Private,Two-wheeler,UPI,Cloudy,Saturday,8.53
MS_S_00174,MS-7114,Reliance BP,Solapur,17.673538,75.943334,AC Slow,CHAdeMO,2,19-07-2025 04:12,19-07-2025 07:16,184,12.55,130.9,Private,Two-wheeler,Card,Cloudy,Saturday,10.43
MS_S_00175,MS-8761,Private-Operator-1,Aurangabad,19.89261,75.353445,AC Slow,Bharat DC-001,3,10-06-2025 19:57,10-06-2025 22:38,161,12.16,153.34,Commercial,Two-wheeler,Wallet,Sunny,Tuesday,12.61
MS_S_00176,MS-6511,Private-Operator-1,Latur,18.405658,76.563534,DC Fast,Bharat DC-001,2,16-07-2025 18:19,16-07-2025 18:59,40,39.02,850.25,Commercial,Two-wheeler,UPI,Hot,Wednesday,21.79
MS_S_00177,MS-6040,Private-Operator-2,Solapur,17.660475,75.931969,AC Slow,Type-2,2,09-07-2025 15:16,09-07-2025 18:33,197,3.25,44.62,Private,Three-wheeler,Subscription,Rain,Wednesday,13.73
MS_S_00178,MS-9589,Private-Operator-2,Nagpur,21.118603,79.103125,AC Slow,Bharat DC-001,1,10-06-2025 21:15,10-06-2025 21:53,38,9.64,143.35,Private,Two-wheeler,Subscription,Cloudy,Tuesday,14.87
MS_S_00179,MS-7861,MSEDCL,Aurangabad,19.881188,75.374849,AC Slow,Bharat DC-001,2,15-07-2025 06:26,15-07-2025 09:04,158,11.92,104.3,Commercial,Four-wheeler,UPI,Rain,Tuesday,8.75
MS_S_00180,MS-9498,MSEDCL,Nagpur,21.136871,79.092082,DC Fast,CHAdeMO,1,13-07-2025 15:33,13-07-2025 16:07,34,39.79,959.73,Private,Two-wheeler,Wallet,Sunny,Sunday,24.12
MS_S_00181,MS-6804,Private-Operator-2,Amravati,20.961301,77.748536,AC Slow,CHAdeMO,2,10-07-2025 15:12,10-07-2025 16:45,93,1.94,23.44,Commercial,Two-wheeler,Wallet,Sunny,Thursday,12.08
MS_S_00182,MS-4396,Private-Operator-2,Thane,19.207122,72.985644,AC Slow,Bharat DC-001,3,21-06-2025 15:22,21-06-2025 18:15,173,14.63,216.23,Commercial,Two-wheeler,Subscription,Hot,Saturday,14.78
MS_S_00183,MS-6654,MSEDCL,Solapur,17.69121,75.905085,DC Fast,CHAdeMO,1,03-06-2025 09:45,03-06-2025 10:00,15,6.22,100.83,Commercial,Three-wheeler,Subscription,Sunny,Tuesday,16.21
MS_S_00184,MS-4310,Private-Operator-1,Nashik,19.96854,73.745824,DC Fast,CHAdeMO,1,30-07-2025 17:44,30-07-2025 18:11,27,20.05,500.45,Private,Two-wheeler,Card,Sunny,Wednesday,24.96
MS_S_00185,MS-1860,Tata Power,Nashik,20.002376,73.778518,AC Slow,Bharat DC-001,2,22-06-2025 22:30,22-06-2025 23:25,55,10.71,102.28,Private,Two-wheeler,Card,Cloudy,Sunday,9.55
MS_S_00186,MS-8793,AtherGrid,Solapur,17.672904,75.904416,DC Fast,CCS,1,19-07-2025 09:20,19-07-2025 09:48,28,57.3,799.91,Private,Three-wheeler,Card,Cloudy,Saturday,13.96
MS_S_00187,MS-1611,MSEDCL,Amravati,20.936488,77.783867,AC Slow,Bharat DC-001,2,27-07-2025 05:59,27-07-2025 06:38,39,6.57,65.17,Commercial,Four-wheeler,Card,Cool,Sunday,9.92
MS_S_00188,MS-1613,Tata Power,Thane,19.193269,73.006975,DC Fast,CHAdeMO,1,07-07-2025 19:06,07-07-2025 19:37,31,16.72,207.33,Commercial,Four-wheeler,Card,Sunny,Monday,12.4
MS_S_00189,MS-8668,Reliance BP,Amravati,20.944255,77.788135,DC Fast,CCS,1,22-07-2025 03:21,22-07-2025 03:41,20,58.25,839.38,Commercial,Three-wheeler,UPI,Rain,Tuesday,14.41
MS_S_00190,MS-5833,Private-Operator-1,Aurangabad,19.88013,75.35748,DC Fast,CCS,3,12-06-2025 19:54,12-06-2025 20:44,50,46.86,943.76,Commercial,Two-wheeler,UPI,Hot,Thursday,20.14
MS_S_00191,MS-2562,MSEDCL,Solapur,17.646372,75.942419,DC Fast,CCS,1,01-07-2025 10:59,01-07-2025 11:24,25,11.45,156.06,Commercial,Two-wheeler,Wallet,Sunny,Tuesday,13.63
MS_S_00192,MS-5947,Private-Operator-1,Aurangabad,19.893013,75.330248,AC Slow,Type-2,1,17-06-2025 20:23,17-06-2025 23:50,207,1.9,22.93,Private,Two-wheeler,Card,Sunny,Tuesday,12.07
MS_S_00193,MS-9233,Private-Operator-2,Solapur,17.650854,75.857922,AC Slow,CHAdeMO,1,15-07-2025 03:40,15-07-2025 05:25,105,1.16,9.87,Private,Two-wheeler,Card,Sunny,Tuesday,8.51
MS_S_00194,MS-3509,AtherGrid,Kolhapur,16.68566,74.242346,AC Slow,CHAdeMO,1,27-06-2025 22:35,28-06-2025 01:05,150,10.73,150.43,Private,Four-wheeler,UPI,Rain,Friday,14.02
MS_S_00195,MS-8319,Private-Operator-1,Amravati,20.967468,77.796547,AC Slow,CHAdeMO,4,05-06-2025 18:07,05-06-2025 18:52,45,2.99,34.36,Private,Two-wheeler,Card,Hot,Thursday,11.49
MS_S_00196,MS-6375,Private-Operator-1,Nagpur,21.140856,79.07456,AC Slow,Bharat DC-001,1,08-06-2025 21:13,09-06-2025 00:46,213,5.57,64.72,Private,Four-wheeler,Subscription,Cloudy,Sunday,11.62
MS_S_00197,MS-8429,MSEDCL,Mumbai,19.111954,72.890517,AC Slow,Bharat DC-001,1,30-06-2025 18:03,30-06-2025 20:56,173,6.56,58.58,Commercial,Three-wheeler,Subscription,Sunny,Monday,8.93
MS_S_00198,MS-1049,Private-Operator-2,Thane,19.246287,72.996593,DC Fast,CCS,1,08-07-2025 02:02,08-07-2025 02:39,37,14.21,189.85,Private,Two-wheeler,UPI,Sunny,Tuesday,13.36
MS_S_00199,MS-8734,Tata Power,Pune,18.534364,73.86457,AC Slow,CHAdeMO,3,27-06-2025 05:49,27-06-2025 06:53,64,1.73,20.4,Commercial,Two-wheeler,Subscription,Rain,Friday,11.79
MS_S_00200,MS-7184,AtherGrid,Kolhapur,16.731348,74.247252,DC Fast,Type-2,3,14-07-2025 21:55,14-07-2025 22:39,44,23.67,534.71,Commercial,Two-wheeler,Subscription,Sunny,Monday,22.59
MS_S_00201,MS-3086,Private-Operator-2,Amravati,20.924372,77.769322,AC Slow,CCS,2,24-07-2025 00:48,24-07-2025 01:23,35,8.37,109.81,Commercial,Three-wheeler,Subscription,Cool,Thursday,13.12
MS_S_00202,MS-7214,MSEDCL,Amravati,20.947857,77.767526,DC Fast,CCS,1,30-06-2025 11:09,30-06-2025 11:36,27,58.67,961.01,Private,Two-wheeler,Subscription,Sunny,Monday,16.38
MS_S_00203,MS-1256,MSEDCL,Latur,18.40976,76.563001,DC Fast,CCS,1,05-06-2025 03:38,05-06-2025 03:50,12,35.54,758.78,Private,Two-wheeler,UPI,Sunny,Thursday,21.35
MS_S_00204,MS-8191,MSEDCL,Solapur,17.654752,75.873028,AC Slow,CCS,2,19-07-2025 01:08,19-07-2025 03:46,158,2.01,16.5,Private,Four-wheeler,Wallet,Cool,Saturday,8.21
MS_S_00205,MS-6253,MSEDCL,Latur,18.384485,76.531313,DC Fast,CHAdeMO,2,27-07-2025 04:42,27-07-2025 05:25,43,45.85,803.75,Commercial,Two-wheeler,Card,Sunny,Sunday,17.53
MS_S_00206,MS-9120,Tata Power,Solapur,17.693579,75.897222,DC Fast,CHAdeMO,1,12-07-2025 21:24,12-07-2025 22:24,60,52.69,1028.51,Commercial,Two-wheeler,Wallet,Cloudy,Saturday,19.52
MS_S_00207,MS-4012,Private-Operator-1,Solapur,17.672946,75.874872,AC Slow,Bharat DC-001,3,16-06-2025 07:19,16-06-2025 10:50,211,13.61,149.03,Commercial,Four-wheeler,Subscription,Sunny,Monday,10.95
MS_S_00208,MS-9683,MSEDCL,Solapur,17.647389,75.914316,DC Fast,Bharat DC-001,1,16-06-2025 08:13,16-06-2025 08:44,31,39.26,793.44,Commercial,Four-wheeler,UPI,Cloudy,Monday,20.21
MS_S_00209,MS-4120,Tata Power,Amravati,20.936889,77.802455,DC Fast,CHAdeMO,3,25-06-2025 21:38,25-06-2025 22:26,48,14.88,224.54,Private,Two-wheeler,Card,Sunny,Wednesday,15.09
MS_S_00210,MS-4422,Reliance BP,Kolhapur,16.727975,74.208506,AC Slow,CHAdeMO,3,29-07-2025 00:13,29-07-2025 01:31,78,7.23,83.87,Private,Three-wheeler,Subscription,Cool,Tuesday,11.6
MS_S_00211,MS-4350,AtherGrid,Nashik,19.971606,73.813017,AC Slow,CCS,1,06-07-2025 10:49,06-07-2025 12:31,102,14.57,142.93,Commercial,Two-wheeler,Wallet,Sunny,Sunday,9.81
MS_S_00212,MS-9147,AtherGrid,Amravati,20.938936,77.75334,DC Fast,Type-2,1,22-07-2025 23:30,23-07-2025 00:28,58,58.34,1044.29,Private,Two-wheeler,Subscription,Hot,Tuesday,17.9
MS_S_00213,MS-4625,Private-Operator-2,Mumbai,19.106015,72.894704,AC Slow,CCS,3,02-06-2025 08:35,02-06-2025 11:34,179,7.03,68.47,Commercial,Two-wheeler,Card,Cloudy,Monday,9.74
MS_S_00214,MS-4768,AtherGrid,Aurangabad,19.869767,75.384835,AC Slow,CCS,1,02-07-2025 17:41,02-07-2025 21:06,205,1.51,19.86,Commercial,Four-wheeler,Subscription,Sunny,Wednesday,13.15
MS_S_00215,MS-3756,Private-Operator-2,Kolhapur,16.699819,74.239373,DC Fast,CHAdeMO,3,11-06-2025 04:46,11-06-2025 05:30,44,37.19,866.16,Private,Two-wheeler,UPI,Sunny,Wednesday,23.29
MS_S_00216,MS-1104,AtherGrid,Mumbai,19.090653,72.876086,AC Slow,CCS,1,24-07-2025 20:14,24-07-2025 21:01,47,8.44,122.89,Private,Two-wheeler,Subscription,Rain,Thursday,14.56
MS_S_00217,MS-1990,Private-Operator-1,Aurangabad,19.894527,75.35023,AC Slow,Bharat DC-001,2,13-07-2025 15:01,13-07-2025 15:32,31,1.58,14.28,Commercial,Two-wheeler,Wallet,Cloudy,Sunday,9.04
MS_S_00218,MS-5697,Tata Power,Amravati,20.959564,77.758202,AC Slow,Bharat DC-001,2,22-07-2025 05:06,22-07-2025 06:00,54,7.84,99.33,Private,Two-wheeler,Wallet,Cloudy,Tuesday,12.67
MS_S_00219,MS-5379,AtherGrid,Aurangabad,19.863725,75.381581,AC Slow,Type-2,2,24-06-2025 12:29,24-06-2025 15:23,174,14.58,126.26,Private,Two-wheeler,UPI,Sunny,Tuesday,8.66
MS_S_00220,MS-2531,AtherGrid,Mumbai,19.079008,72.884999,DC Fast,Bharat DC-001,1,25-06-2025 17:30,25-06-2025 17:43,13,43.09,986.76,Private,Two-wheeler,Subscription,Cloudy,Wednesday,22.9
MS_S_00221,MS-2562,Private-Operator-1,Aurangabad,19.898311,75.367041,AC Slow,Type-2,2,15-06-2025 06:57,15-06-2025 10:24,207,13.16,157.79,Commercial,Two-wheeler,UPI,Hot,Sunday,11.99
MS_S_00222,MS-9897,Private-Operator-1,Thane,19.224353,72.963014,AC Slow,Type-2,2,12-06-2025 10:01,12-06-2025 11:24,83,6.51,81.77,Commercial,Four-wheeler,Wallet,Cloudy,Thursday,12.56
MS_S_00223,MS-4939,Private-Operator-1,Nagpur,21.152227,79.096638,DC Fast,Bharat DC-001,1,14-07-2025 17:21,14-07-2025 17:55,34,58.74,1015.61,Private,Four-wheeler,UPI,Rain,Monday,17.29
MS_S_00224,MS-6666,Tata Power,Amravati,20.961189,77.754448,AC Slow,Type-2,2,28-06-2025 07:53,28-06-2025 08:42,49,13.3,144.04,Commercial,Four-wheeler,Wallet,Sunny,Saturday,10.83
MS_S_00225,MS-5478,AtherGrid,Mumbai,19.072999,72.880212,DC Fast,Bharat DC-001,2,15-06-2025 11:35,15-06-2025 12:09,34,48.88,863.22,Commercial,Two-wheeler,Wallet,Sunny,Sunday,17.66
MS_S_00226,MS-2204,Tata Power,Nashik,20.02939,73.772861,AC Slow,CHAdeMO,1,10-06-2025 12:45,10-06-2025 16:35,230,5.54,58.56,Commercial,Two-wheeler,UPI,Cloudy,Tuesday,10.57
MS_S_00227,MS-1085,Reliance BP,Pune,18.55324,73.876896,AC Slow,Bharat DC-001,1,24-06-2025 08:06,24-06-2025 09:09,63,4.33,45.94,Commercial,Two-wheeler,Subscription,Sunny,Tuesday,10.61
MS_S_00228,MS-1430,Tata Power,Pune,18.470412,73.902519,AC Slow,CHAdeMO,1,06-07-2025 02:38,06-07-2025 05:41,183,6.32,88.73,Commercial,Two-wheeler,Subscription,Rain,Sunday,14.04
MS_S_00229,MS-2387,Private-Operator-2,Solapur,17.680351,75.955195,AC Slow,CCS,1,07-07-2025 16:10,07-07-2025 19:35,205,6.32,68.19,Private,Two-wheeler,Wallet,Sunny,Monday,10.79
MS_S_00230,MS-3390,Tata Power,Kolhapur,16.720179,74.248924,AC Slow,CCS,2,28-06-2025 08:26,28-06-2025 10:12,106,12.38,161.31,Private,Two-wheeler,Card,Sunny,Saturday,13.03
MS_S_00231,MS-4203,AtherGrid,Kolhapur,16.689921,74.237686,AC Slow,Type-2,3,09-06-2025 09:00,09-06-2025 11:11,131,1.84,26.75,Commercial,Four-wheeler,Wallet,Sunny,Monday,14.54
MS_S_00232,MS-6484,AtherGrid,Kolhapur,16.708598,74.27114,AC Slow,CCS,1,20-06-2025 10:38,20-06-2025 14:05,207,4.99,50.65,Commercial,Two-wheeler,Subscription,Sunny,Friday,10.15
MS_S_00233,MS-5775,Private-Operator-2,Aurangabad,19.85655,75.338807,AC Slow,Bharat DC-001,2,07-07-2025 07:20,07-07-2025 09:26,126,11.03,109.31,Commercial,Two-wheeler,Card,Sunny,Monday,9.91
MS_S_00234,MS-9939,MSEDCL,Latur,18.396973,76.566996,AC Slow,Type-2,2,17-07-2025 14:45,17-07-2025 16:08,83,3.54,41.35,Commercial,Four-wheeler,UPI,Sunny,Thursday,11.68
MS_S_00235,MS-9180,MSEDCL,Solapur,17.664378,75.933683,AC Slow,CHAdeMO,1,16-06-2025 08:42,16-06-2025 09:51,69,14.48,164.78,Commercial,Two-wheeler,Subscription,Rain,Monday,11.38
MS_S_00236,MS-7566,Private-Operator-1,Latur,18.409977,76.561412,AC Slow,Bharat DC-001,2,05-07-2025 01:50,05-07-2025 03:52,122,14.32,174.85,Private,Two-wheeler,Card,Rain,Saturday,12.21
MS_S_00237,MS-3725,Private-Operator-2,Aurangabad,19.851323,75.329442,AC Slow,Type-2,1,07-07-2025 20:43,07-07-2025 23:58,195,9.55,103.9,Commercial,Four-wheeler,Subscription,Sunny,Monday,10.88
MS_S_00238,MS-1172,Tata Power,Pune,18.50693,73.86228,DC Fast,CHAdeMO,1,15-06-2025 16:47,15-06-2025 17:30,43,50.24,879.7,Private,Two-wheeler,Subscription,Cloudy,Sunday,17.51
MS_S_00239,MS-9199,MSEDCL,Kolhapur,16.717676,74.251576,AC Slow,CHAdeMO,1,02-06-2025 15:06,02-06-2025 16:51,105,9.21,84.55,Private,Two-wheeler,Card,Sunny,Monday,9.18
MS_S_00240,MS-6110,Reliance BP,Aurangabad,19.895478,75.38751,AC Slow,Bharat DC-001,1,21-07-2025 06:33,21-07-2025 09:06,153,1.33,16.61,Private,Two-wheeler,Subscription,Sunny,Monday,12.49
MS_S_00241,MS-2100,Reliance BP,Aurangabad,19.860127,75.376082,AC Slow,Type-2,1,22-07-2025 22:07,22-07-2025 22:42,35,9.32,106.99,Private,Three-wheeler,Card,Hot,Tuesday,11.48
MS_S_00242,MS-9454,MSEDCL,Nashik,20.00888,73.822368,AC Slow,CCS,2,22-06-2025 17:27,22-06-2025 19:55,148,10.69,159.71,Commercial,Three-wheeler,Card,Sunny,Sunday,14.94
MS_S_00243,MS-7481,Tata Power,Solapur,17.648266,75.886105,AC Slow,CCS,1,29-06-2025 18:27,29-06-2025 20:36,129,2.2,31.37,Private,Two-wheeler,UPI,Sunny,Sunday,14.26
